Filename,Generated,HAcceptor,HDonor,Lipinski,Lipinski_violation_rule1,Lipinski_violation_rule2,Lipinski_violation_rule3,Lipinski_violation_rule4,Lipinski_violation_rule5,Lipinski_violation_rule6,LogP,Method,QED,QVinaScoreG2019S7LI3,QVinaScoreG2019S8TZC,QVinaScorewild_type8TXZ,RotatableBonds,SA,Smile,TPSA,Weight,FilenameCount,BBBprob
G2019S_8TZC_size43_3_150_out.sdf,True,5.0,0.0,5.0,False,True,True,True,True,True,2.572760000000002,optimized100,0.3261212117788676,-7.8,-9.5,-9.1,7.0,0.23,[C]c1[c][c]c2c([c]nc3c([C]N4[C][C][C]([C][O])[C][C]4)[c]c(/C(F)=N/C(=O)[C][C]4[C][C]S[C]4C(=O)N4[C]=[C][C]5[C][C]54)[c]c32)[c]1,85.77000000000001,562.96751408,3,0.14755003
G2019S_8TZC_size26_3_38_out.sdf,True,5.0,0.0,6.0,True,True,True,True,True,True,1.5481600000000002,generated,0.7111571148691602,-7.8,-9.5,-8.7,2.0,0.28,FC1(F)[C]N2[C][C](n3c(-c4[c][c][c][c][c]4)nc4[c]n[c][c]c43)[C][C]2[C]O1,43.18000000000001,338.00401706,3,0.23271245
G2019S_8TZC_size32_160_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,1.0590100000000011,optimized100,0.6728527390612734,-7.8,-9.5,-8.6,6.0,0.25,[C][C@]1([C][O])O[C@@]12[C]([C][O])[C]2[C]Oc1[c][c][c]c2c1[C]1[C]c3[c][c][c][c]c3[C][C]1N([C][O])[C]2,84.70000000000002,405.9776470999999,3,0.13990307
G2019S_8TZC_size29_8_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,1.0104600000000008,generated,0.7178416341273189,-7.8,-9.5,-8.3,6.0,0.31,[C][C]([C][C][C][C][N]C([N])=O)c1[c]nc2c([c]1)[C]1C(=Nc3[c]c([C])[c][c]c31)N=C2[C],91.08,362.0102846200001,3,0.41529572
G2019S_8TZC_size31_3_69_out.sdf,True,2.0,0.0,6.0,True,True,True,True,True,True,2.693330000000002,optimized100,0.6893721951315827,-7.7,-9.5,-9.0,6.0,0.27,[C][C]([C])[C][C]([N])[C]([O])[C]([S])[N]c1[c]c2[c][c]c([C])[c]c2c2c1[C]OC1=C2[C][C][C]2O[C]21,78.06,407.96296286000006,3,0.2859349
G2019S_8TZC_size32_3_103_out.sdf,True,7.0,0.0,6.0,True,True,True,True,True,True,-0.3116400000000004,optimized100,0.5656492341254773,-7.7,-9.5,-8.5,5.0,0.33,[C]=[C][C]1[N][N]C(=O)[C]1[C]c1nc2nn(C3=[C][C][C](OC([N])=O)[C]=[C]3)[c]c2c2[c][c]n[c]c12,137.47,410.00626186000005,3,0.38194016
G2019S_8TZC_size48_3_35_out.sdf,True,6.0,0.0,5.0,False,True,True,True,True,True,2.786480000000002,generated,0.2627149074554482,-7.7,-9.5,-7.6,9.0,0.26,[C][N]C(=O)[N][C]([N]C(=O)[C]1O[C@]12[C]N(c1[c][c]c([O])[c]c1-c1[c][c]c(Oc3[c][c][c]c([C](F)F)n3)[c][c]1)[C]C2(F)F)[C]1[C][C]C([C])([C])[C]1,134.23,633.98355598,3,0.11230051
G2019S_8TZC_size36_3_34_out.sdf,True,2.0,0.0,6.0,True,True,True,True,True,True,1.17289,generated,0.5619207402998334,-7.7,-9.5,-7.4,9.0,0.24,[C]C([C])(F)[C][N][C][C]1[C][C][C](n2c(-c3[c][c]c([C][N][C]4[C][C][C][C]4)[c][c]3)[c]c3c2[N][C]=NC3=O)[C][C]1,76.66,453.0086878400001,3,0.23359644
G2019S_8TZC_size55_3_9_out.sdf,True,12.0,0.0,2.0,False,True,False,True,False,False,0.3681800000000005,generated,0.0957519127721738,-7.7,-9.5,-7.0,14.0,0.2,[C][C]([C]=O)c1[c]c([C]N2[N]c3[c]c(O[C][C]ON4O[C]4[C])[c]c4[c]c(C([O])=O)[c]c(c34)C2=O)[c][c]c1[C]OC(=O)C(=O)O[C][C@]1([O])[C][C]2[C][C@@]([C])(F)[C][C]1O2,204.18,724.9415152800001,3,0.35508484
G2019S_8TZC_size50_2_18_out.sdf,True,6.0,0.0,4.0,False,True,True,True,True,False,2.424640000000001,generated,0.1648155814361677,-7.7,-9.5,-5.6,10.0,0.34,[C][C]([O])S[C][C]([N]C(=O)C([O])=C=[C][C]1Oc2[c][c][c]c(-c3[c][c][c]c(C([O])=O)[c]3)c2/[C]=[C]/C([C])=C(/[C]2[C][C][C]([O])[C]2)C(=O)O[C]C1=[C])[C]([C])[C],163.37,657.9293765799999,3,0.21495572
G2019S_8TZC_size25_3_39_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,1.0955,optimized100,0.6742183658348507,-7.6,-9.5,-10.2,1.0,0.39,[N]C1=[C]C(OC(=O)C(F)(F)F)=[C][C]2C1=N[C]=C1[C]=C3[C][C][C][C][C]3N21,64.19999999999999,334.9942609,6,0.023971602
G2019S_7LI3_size27_2_30_out.sdf,True,5.0,0.0,5.0,True,True,True,False,True,True,-2.06144,generated,0.5691270711726982,-7.6,-9.5,-8.7,5.0,0.25,[C]C1=N[C]2[C]3[C]([C][C]c4[c]n[c][c]n4)[C][C][C]3O[N][C]2[C@]2([N][C]=O)[N][C]2[N]1,120.84,346.0113472400001,3,0.8005277
G2019S_8TZC_size43_3_25_out.sdf,True,5.0,0.0,5.0,False,True,True,True,True,True,2.343270000000002,optimized100,0.3244620481327109,-7.6,-9.5,-8.2,9.0,0.24,[C][C]c1[c][c]c([C]N2[C]=C(C(=O)[N][C]3[C]4[C]3C4([C])[C]([C]=O)O[C]3c4[c][c][c][c]c43)Oc3c2[c][c]c2[c]c(F)[c][c]c32)[c][c]1,69.94,542.9842097,3,0.21963
G2019S_8TZC_size28_152_out.sdf,True,5.0,0.0,6.0,True,True,True,True,True,True,-0.78746,optimized100,0.696368975660052,-7.6,-9.5,-7.8,2.0,0.26,[C][C]1C(=[N])[C]ON1[C]c1[c][c][c]c2c1[C]N1[C]3[C][C]C(=O)[C][C]3[N][C][C]1N2[C],72.42,354.00519924,3,0.5932183
G2019S_8TZC_size32_3_109_out.sdf,True,6.0,0.0,6.0,True,True,True,True,True,True,2.086650000000001,optimized100,0.435272046175053,-7.5,-9.5,-9.1,1.0,0.32,[C][C]1[C](c2nc3[c]c4c(nc3c3[c][c][c][c]c23)[C]O[C]2[N]C(=O)S[C]2[C]4)[C][C](F)[N]N1[C],83.52,428.9756734600001,3,0.79146314
G2019S_7LI3_size35_2_7_out.sdf,True,7.0,0.0,6.0,True,True,True,True,True,True,2.698360000000001,generated,0.4755530668798548,-7.5,-9.5,-8.1,7.0,0.34,[N]C(=O)[N][C]1[C]S[C][C]1[C][C]O[C][C]c1nc2c(c3c1sc1n[c]c(F)[c]c13)[N]C1=N[C][C][C][C]12,114.94,486.95081846,3,0.45991084
G2019S_8TZC_size43_3_73_out.sdf,True,4.0,0.0,5.0,False,True,True,True,True,True,-0.3500599999999998,optimized100,0.3725759844979076,-7.5,-9.5,-7.8,10.0,0.33,[C][C]([N]C(=O)[C]1[C][C]([N][C]2[C][C]N([C][C][O])[C]2)c2[c][c]c3c(c2[N]1)[C][C]C(F)=[C]3)[C]1[C]2[C][N][C]([C][C]N3[C][C][N][C][C]3)N21,116.95999999999998,547.0128244600002,3,0.1310354
G2019S_8TZC_size28_105_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,0.2034399999999998,optimized100,0.6814505803515591,-7.5,-9.5,-7.4,6.0,0.24,[C][C]([C][C]([O])[C@@]12[C][C][C][C](N([C])C3=[C][C]4C(=NC([N])=C4[C])[C]=[C]3)[C]1[C]2)C([O])=O,94.77,353.99396586000006,3,0.3872785
G2019S_8TZC_size25_3_0_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,-0.6332100000000003,optimized100,0.6419518033832332,-7.5,-9.5,-7.3,3.0,0.32,[C][C]([N])C(=O)[N][C][C]1[C]c2c([c][c]c3[c]c4n[c][c][c]c4n23)C(=O)[N]1,101.94,318.00519924,6,0.6220936
G2019S_8TZC_size25_3_135_out.sdf,True,5.0,0.0,6.0,True,True,True,True,True,True,0.4682000000000005,optimized100,0.7469794437239737,-7.4,-9.5,-8.8,4.0,0.37,[N]C(=O)/[C]=[C]/[C][C]C1=NC(=O)c2n[c]c3c(c2[C]1)[C]1[C][C][C]N=C1S3,94.05,335.97419624,3,0.46855035
G2019S_8TZC_size34_135_out.sdf,True,2.0,0.0,6.0,True,True,True,True,True,True,-0.1608100000000001,optimized100,0.5817317839844229,-7.4,-9.5,-8.1,6.0,0.47,[O][C]1[C][C]2[C](c3[c][c][c]c(F)[c]3)[C]=C([C][C][C][C]N3[C][C][C][C]C3=O)C(=O)N2[C][C][N][C][C][N]1,88.71999999999998,434.99544308,3,0.37452233
G2019S_8TZC_size25_3_11_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,0.5822899999999998,optimized100,0.8262491820751866,-7.3,-9.5,-9.0,4.0,0.36,[C][C]([N][C]c1nc([C])c2[c][c]c3c(c2n1)[C]1[C]=[C][C]=[C]C1=N3)C([O])=O,89.21000000000001,316.00212523999994,6,0.32402164
G2019S_8TZC_size32_3_117_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,1.5609300000000013,optimized100,0.4787720569978545,-7.3,-9.5,-8.8,5.0,0.31,[C][C][C]1[C]([C]([O])[C][O])[C]1c1nc2[c]c3c(nc2c2[c][c][c][c]c12)[C][C](/[C]=N/C([C])=O)[C][C]3,95.01,401.99396586,3,0.27034488
G2019S_8TZC_size30_2_8_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,-1.3459399999999997,generated,0.5234384261169021,-7.3,-9.5,-8.4,8.0,0.3,[O][C]([O])[C][C][C][N][C]C1=N[C]([C]=O)[C]c2[c]c3c([c]c2O1)=C(c1[c][c][c][c][c]1)[N]N=3,119.02,383.99195448,3,0.30105332
G2019S_8TZC_size32_3_133_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,1.517220000000001,optimized100,0.5124341330876278,-7.3,-9.5,-7.2,7.0,0.26,[O][C][C][C]([C][C]1[C][C]1)[N]C1=NC2=Nc3[c][c]c(/[C]=N/[C]4[C]O4)[c]c3[C][C]2c2[c][c][c][c]c21,83.61,400.00212524,3,0.43766433
G2019S_8TZC_size43_3_26_out.sdf,True,4.0,0.0,5.0,False,True,True,True,True,True,1.6146000000000007,optimized100,0.488374389709347,-7.2,-9.5,-8.4,8.0,0.44,[C][C]([C]N1[C][C][C][C][C]1[C]1[C][C]=[C][C](Cl)[C]1)O[C]([C])C1=N[C]2[C]([C]=[C]c3nc([N])[c][c]c32)[C]([N][C]2[C]=[C]C([C])([C])[C]=[C]2)[N]1,88.22,554.9822113,3,0.6087686
G2019S_8TZC_size39_3_10_out.sdf,True,5.0,0.0,3.0,True,True,True,False,False,False,-2.11009,generated,0.2165322520697951,-7.2,-9.5,-7.8,14.0,0.24,[C][C]/C(=C(/[N][C])[N][C]=[N])c1[c]c([C][N]c2[c][c]c(=O)[c][c]n2)[c]c([C]([C])[N][C][N]C(=O)[C]2[C][C]N([C][C])O2)[c]1,152.3,496.0093358600001,3,0.26815015
G2019S_8TZC_size43_3_104_out.sdf,True,7.0,0.0,3.0,False,True,True,True,False,False,1.0197900000000018,optimized100,0.2936170856246308,-7.1,-9.5,-8.4,12.0,0.26,[C][C]([N][C][C]C([O])=O)[N]c1[c]c([C][C]S(=O)(=O)[C]N2[C][C][C][C]([C]3[C]C(=O)N=N3)[C]2[C])[c]c2c1[c]nc1[c]c(F)[c][c]c12,157.23,574.9634913200002,3,0.094245866
G2019S_8TZC_size25_3_60_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,1.7401900000000008,optimized100,0.5237049592376566,-7.0,-9.5,-7.7,5.0,0.33,[C][C]([O])[C]N([O])[C]c1[c]c(Cl)c2c([C])nn(-c3[c][c][c][c]c3[N])c2[c]1,83.16,338.97097791999994,3,0.23198639
G2019S_8TZC_size30_3_48_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,0.9041599999999996,optimized100,0.6650262894464675,-7.0,-9.5,-7.1,7.0,0.26,[C][C@]1([O])[C][C][C](C(=[C])S[C][C][C]2[C](c3[c]c([N]C([N])=O)[c][c]c3[O])[C]=[C][N]C2=O)O1,133.67000000000002,405.9558661,3,0.57649946
G2019S_8TZC_size43_3_83_out.sdf,True,4.0,0.0,4.0,False,True,True,True,False,True,2.417530000000001,optimized100,0.361122891075024,-6.9,-9.5,-8.9,11.0,0.28,[C][C@]1([C]c2[c][c][c][c][c]2)S[C][N]N1[C][C]([C][O])[C][C]c1[c]c(O[C]2[C][C][C]([C][O])[C][C]2)c2[c][c]c3c(c2n1)[C][C][C]([O])[C]3,99.16,557.96095148,3,0.23323885
G2019S_8TZC_size45_2_1_out.sdf,True,11.0,0.0,2.0,False,True,False,True,False,False,0.7712099999999998,generated,0.3140545718602684,-6.9,-9.5,-7.8,11.0,0.26,[C]OC1=N[N][C]=C(c2n[c][c]c(-c3[c]c([C][N]C(=O)N4[C][C][C](OP(=O)=O)[C]4)[c]c([N]S(=O)(=O)[C]([N])[C]4[C]S[C]4[C]=[C])[c]3)n2)[C]1,209.79,642.90689797,3,
G2019S_7LI3_size31_158_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,2.0891200000000008,optimized50,0.7501106102870156,-9.8,-9.4,-9.6,1.0,0.27,[C][C]1[C][C][C](C(=O)[N]C2=Nc3[c][c]c(F)[c]c3N3[C]2[C][C]c2[c][c]c([C])[c]c23)[C]([C])[C]1,46.77,389.00253984,3,0.46070626
G2019S_7LI3_size34_63_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,0.6947500000000002,optimized50,0.6207308517539755,-9.4,-9.4,-8.9,3.0,0.26,[O][C]1[C]2[C][C]3[C]4[C][C][C][C](O[C][C]5[C][C][N][N]5)[C]5[C][C][C]([C]54)[C]4[C][C][C]C(=C43)[C]2[C][C]OC1=O,83.63,427.98580648,3,0.35080826
G2019S_8TZC_size32_3_56_out.sdf,True,2.0,0.0,6.0,True,True,True,True,True,True,2.32215,optimized100,0.7633894922817017,-9.4,-9.4,-8.5,2.0,0.71,[O][C]1[C][C]2[C][C]N3[C][C]4[C]([C][C][C]3[C][C]2[C]1)N([C]C1=[C][C](F)[C]=[C][C]=[C]1)c1[c][c][c][c]c14,26.380000000000003,398.99946584,3,0.4182693
G2019S_7LI3_size32_13_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,0.3223500000000014,optimized50,0.678817215104986,-9.3,-9.4,-8.3,1.0,0.32,[C]c1c2c(nc3c1=C1[C][C]4[C][C][C]5[C]([C]C4=[C]C1=C1[C]=[C][C]=[C][C]13)[C]5C([O])=O)=C([N])N=N2,96.88,400.00212524,6,0.19244476
G2019S_8TZC_size38_3_36_out.sdf,True,6.0,0.0,5.0,False,True,True,True,True,True,2.8763100000000006,generated,0.5856186566829557,-9.3,-9.4,-8.2,3.0,0.29,[C]c1[c][c]c(Cl)[c]c1C(=O)/N=N/C1=N[C](/[C]=C2\[C][C]3[C](O[C][C]([O])[C]3[O])O[C]2c2[c][c][c]c(F)[c]2)N([C])[C]1,115.65,513.954125,3,0.59593207
G2019S_7LI3_size31_1_out.sdf,True,1.0,0.0,6.0,True,True,True,True,True,True,1.6200200000000016,optimized50,0.7683309856284556,-9.3,-9.4,-7.2,2.0,0.26,[C]C1=[C][C][C](C(=O)[N][C]2[C]c3[c][c]c([O])[c]c3[C]3[C]2[C][C]c2[c][c]c([O])[c]c23)[C]([N])[C]1,93.27,387.99089186,6,0.15032354
G2019S_8TZC_size32_3_14_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,2.6776000000000018,optimized100,0.7715302510085607,-9.3,-9.4,-5.7,3.0,0.28,[C][C]([O])[C]OC1=[C][C]2[C][C]3[C](OC2=[C][C]1)[C]1[C][C][C][C][C]1[C]1[C]c2c(F)[c][c]c([O])c2N13,61.49999999999999,408.9811357,6,0.57559866
G2019S_8TZC_size37_3_137_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,0.9922199999999998,optimized100,0.457118025122177,-9.2,-9.4,-8.1,3.0,0.27,[O]O[C]1OC2([C][C]2)O[C]2[C]1[C][C][C][C]1[C]3[C]([C][C]4[C]5[C][C]=[C]C(=O)[C][C]54)[C][C][C]4[C][C][C][C][C@@]([O])([C]12)[C]43,84.56,467.9694877199999,3,0.20420165
G2019S_7LI3_size34_160_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,-0.0572600000000001,optimized50,0.590870223143784,-9.1,-9.4,-10.1,3.0,0.27,[C]1[C][C]2[C]3[C]([N][C]4[C]([C]=[C][N][C@@]56O[C]5[C]46)[C]3[N]1)[C]1[C][C]=[C][C](O[C][C]3[C][C]O[C]3)[C]3[C][C]N2[C]31,76.53000000000002,427.99703986,3,0.5114696
G2019S_7LI3_size32_83_out.sdf,True,5.0,0.0,6.0,True,True,True,True,True,True,-0.6354500000000001,optimized50,0.56870096465363,-9.1,-9.4,-8.6,2.0,0.32,[C]C(=O)O[C][C]1[C][C]=[C][C]2[C]C3=C4C(=O)C5=C([N]C4=C4[C]=[C][C]=[C][C]4N3[C][C]12)C([N])=N[N]5,109.47,406.00011386,3,0.32956514
G2019S_7LI3_size31_99_out.sdf,True,2.0,0.0,6.0,True,True,True,True,True,True,2.007720000000001,optimized50,0.7056954990260214,-9.1,-9.4,-7.6,2.0,0.31,[C][C]1[C][C]([O])[C][C][C]1C(=O)[N][C]1[C]c2[c][c]c(F)nc2[C]2[C]1[C][C]c1[c][c]c(Cl)[c]c12,63.96,413.96323314,3,0.29625493
G2019S_8TZC_size31_3_80_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,0.2163599999999998,optimized100,0.6030423728728013,-9.1,-9.4,-6.8,0.0,0.3,[N]=C1[C][C]N(C(=O)[N]C2=Nc3[c][c]c(Cl)[c]c3[C]3[C]4[C][C][C][C][C]C4=N[N][C]32)C(=O)[C]1,112.6,414.9771259200001,3,0.5044009
G2019S_8TZC_size32_3_131_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,2.14367,optimized100,0.6561833165924318,-9.0,-9.4,-9.6,3.0,0.3,[C]O[C]c1[c][c]c2c3c([c][c]c2c1F)=[C]N(C1=[C]C(F)=[C]C(=O)[C]1F)c1[c][c][c][c]c1N=3,41.900000000000006,416.9911869,3,0.07385742
G2019S_7LI3_size34_131_out.sdf,True,2.0,0.0,6.0,True,True,True,True,True,True,2.035210000000002,optimized50,0.503735472554684,-9.0,-9.4,-8.9,3.0,0.29,[C]1[C][C][C]c2c([c]c3c4c2[c][c][c]c4c2c4c(c([C][C]N5[C][C][C][C]5)[c][c][c]n3-4)[N][C]=2)[N][C][C]1,36.370000000000005,416.0122960000001,3,0.42300317
G2019S_8TZC_size31_3_143_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,1.0273899999999996,optimized100,0.748622204039694,-9.0,-9.4,-8.6,2.0,0.31,[C]N1[C]2[C]([N]C(=O)c3[c][c]c([N])[c]c3[O])[C]C3=C([C]C(=O)N=[C]3)N2c2[c]c(F)[c][c]c21,109.28000000000002,400.99851708,3,0.1678402
G2019S_7LI3_size33_2_22_out.sdf,True,5.0,0.0,6.0,True,True,True,True,True,True,2.3457100000000013,generated,0.4375120341487823,-9.0,-9.4,-8.4,5.0,0.38,O=C([N][C][C][C]1[C][C][C][C]c2[c][c][c][c]c21)[P@@]1(c2[c][c][c]s2)[C]2N=NN=C2c2[c][c][c][c]c21,68.25,446.95304325,3,
G2019S_8TZC_size51_3_21_out.sdf,True,9.0,0.0,4.0,False,True,True,True,True,False,-0.3454600000000005,generated,0.3115323895131074,-9.0,-9.4,-8.4,9.0,0.34,[C]O/C(=[C]\[C][C][C]1O[C][C]C2=C1c1[c][c]c([C][C]3[C][C]S(=O)(=O)[C][C]4[C]3[C@@]4(F)O[C][O])[c]c1C(=O)[N][N]2)N1[C]2[C]O[N][C][C]2[N][C]2[C]([O])[C]O[C]21,196.8,688.9349904200002,3,0.39733794
G2019S_7LI3_size30_221_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,0.9239199999999996,optimized50,0.7015150599023929,-9.0,-9.4,-8.1,2.0,0.37,[O][C][C][C]1O[C]2[C]3[C]4[C]([C]5[C][C][C][C]5[C]([O])[C]3C1=O)C(=O)O[C]4c1[c][c][c]c([O])c12,112.3,387.96440234,3,0.33276954
G2019S_7LI3_size37_114_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,-0.4288200000000003,optimized50,0.5984009695736696,-9.0,-9.4,-5.9,3.0,0.22,[C]c1[c][c][c]c(C2=C3[C][C]4[C]([C]N5[C]6[C][C@@]([C])([O])[C][C]7[N][C][C]([C][C]2)[C]([C]76)[C]35)[C]4C(=O)[N]C(=O)[C][O])n1,118.27,467.99195448,3,0.87119395
G2019S_8TZC_size32_3_21_out.sdf,True,5.0,0.0,5.0,True,True,True,True,True,False,-0.3209699999999988,optimized100,0.6182934881921316,-8.9,-9.4,-10.0,2.0,0.33,[N][C]1[C]([O])[C]2[C]3Oc4[c][c]c(C(=O)[N]C#N)[c]c4[C][C]3c3[c][c][c][c]c3[C]2O[C]1C([N])=O,154.99,411.9868691,6,0.23913589
G2019S_7LI3_size34_86_out.sdf,True,6.0,0.0,6.0,True,True,True,True,True,True,0.7731999999999994,optimized50,0.6688359606611536,-8.9,-9.4,-9.7,3.0,0.28,[C]1[C][C](O[C][C]2[C]O[C]=[C]2)[C]2[C][C]N3[C]2[C]([C]1)[C]1[C]C2=C(N=[C][C]C45[N][C]4N25)c2n[c][c]c3c21,64.06,426.00519924,3,0.6653093
G2019S_8TZC_size31_3_158_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,-0.5173700000000003,optimized100,0.6653422583561058,-8.9,-9.4,-9.6,2.0,0.31,[C][C]1[C][C][C]([C]([O])[N]C2=Nc3[c][c]c([N])nc3[C]3[C]4[C][C][C][C][C][C]4O[N][C]32)C(=O)[N]1,136.04999999999998,396.00318786,3,0.42775825
G2019S_7LI3_size30_201_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,1.11936,optimized50,0.7275791641414767,-8.9,-9.4,-7.0,2.0,0.37,[C][C]1[N]c2c3c4c(c5c(F)[c][c][c]c25)[C][C]([C][C][O])C(=O)N4C(=O)[C]2[C][C]=[C]N2[C]13,74.62,384.99236908,3,0.35246432
G2019S_7LI3_size33_34_out.sdf,True,5.0,0.0,6.0,True,True,True,True,True,True,-0.22864,generated,0.5789445004940422,-8.9,-9.4,-7.0,2.0,0.27,[C][C]([O])c1[c]n(-c2n[c]nc3n[c]c4c(c23)=[C]C2=[C][C]=C3[C]([O])[C][C][C]C3=[C][C]2[C]=4)nc1[C],96.29000000000002,414.00519924,3,0.3215667
G2019S_8TZC_size31_3_16_out.sdf,True,2.0,0.0,6.0,True,True,True,True,True,True,3.5314500000000004,optimized100,0.660728711947199,-8.9,-9.4,-6.2,2.0,0.34,[C][C]([C](F)C(=O)[N]C1=Nc2[c][c]c(Cl)[c]c2[C]2[C]1[C][C]C1=C2[C][C]=[C][C]=[C]1)C(F)(F)F,43.53,430.96352818,6,0.3641854
G2019S_7LI3_size34_159_out.sdf,True,5.0,0.0,6.0,True,True,True,True,True,True,1.58161,optimized50,0.7024742121991604,-8.8,-9.4,-10.2,3.0,0.3,[C]1[C][C]2c3n[c][c]c4c5c6c(c(c34)[C]N2[C]2[C]3O[C@]32[C]1)[C]=[C][C][C](O[C][C]1[C]=[C]N=[C]1)[C]6[C][N]5,64.35000000000001,424.00212524,3,0.46820286
G2019S_7LI3_size31_159_out.sdf,True,2.0,0.0,6.0,True,True,True,True,True,True,-0.2740600000000003,optimized50,0.6819465027520724,-8.8,-9.4,-7.7,2.0,0.3,[C][C]1[C][C]([O])[C](C(=O)[N][C]2[N]c3[c][c]c(F)[c]c3[C]3[C]2[N][C]C2=[C][C]C(=O)[C]=C32)[C][N]1,110.44,398.99544308,3,0.1996003
G2019S_7LI3_size32_5_out.sdf,True,7.0,0.0,6.0,True,True,True,True,True,True,0.5694399999999997,optimized50,0.640671405241482,-8.7,-9.4,-8.0,3.0,0.33,[C][C][C]1[C](OC([C])=O)[C]1[C]1[C]N2[C]3[C]=[C][C]=[C]C3=C3N=C4C(=[C]N=C4[C])C(=O)C3=C2[C]O1,80.56,405.9888804799999,3,0.2692213
G2019S_7LI3_size30_49_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,1.8404600000000004,optimized50,0.7919716098485612,-8.7,-9.4,-7.1,2.0,0.35,[C][C][C]N1[C]c2c3c4c(c5[c][c][c]c(F)c25)[C][C]([C])N4[C]2[C][C]O[C]2C(=O)N3C1=O,53.09,384.99236908,3,0.77014273
G2019S_7LI3_size30_58_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,1.8404600000000004,optimized50,0.7919716098485612,-8.7,-9.4,-7.0,2.0,0.35,[C][C][C]N1[C]c2c3c4c(c5[c][c][c]c(F)c25)[C][C]([C])N4[C]2[C][C]O[C]2C(=O)N3C1=O,53.09,384.99236908,3,0.77014273
G2019S_7LI3_size31_176_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,1.6181100000000002,optimized50,0.7336007877005847,-8.7,-9.4,-6.8,2.0,0.3,[C]c1[c][c]c2c([c]1)[C]1[C]3[N]C(=O)[C][C][C]3[C][C]([N]C(=O)[C]3[C][C][C](F)[C][C]3F)[C]1S[C]2,62.34,417.96485468,3,0.6196857
G2019S_8TZC_size32_7_out.sdf,True,2.0,0.0,6.0,True,True,True,True,True,True,2.0385700000000013,optimized100,0.7706894997481936,-8.7,-9.4,-6.7,2.0,0.63,[C][C]1[C][C@]2([C])[C][C]2[C]([C]2[C][C]3[C]4[C][C][C]O[C]4[C]c4c([C][O])nc5c(c43)[C]2[C]=[C][C]5)[C]1[C],42.02,393.99290324,6,0.5106952
G2019S_8TZC_size32_3_216_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,1.5777199999999998,optimized100,0.6634813553301669,-8.7,-9.4,-6.6,6.0,0.26,[C]C(=O)[N][C]c1[c][c]c2c([c]1)[C][C](C1([C]([C][S])[C]3[C]c4[c][c][c][c]c4C(=O)O3)[C][C]1)O[C]2,66.7,421.95480348,3,0.9392302
G2019S_7LI3_size37_21_out.sdf,True,7.0,0.0,6.0,True,True,True,True,True,True,0.4599299999999997,optimized50,0.4017750472008692,-8.7,-9.4,-6.1,2.0,0.27,[C][C]N1[C]C(=O)[C]2[C]3[C](O1)c1c4c5c6n1c(c(-c1[c][c][c]c([N])[c]1)[c][c]c-6[c][c]n5[C]C([C])([C])O4)=[C]N32,73.42,466.00011386,6,0.86355394
G2019S_7LI3_size34_2_37_out.sdf,True,4.0,0.0,5.0,True,True,True,True,True,False,0.8282300000000001,generated,0.7003656345615389,-8.6,-9.4,-9.8,4.0,0.27,[C][C]([O])C1=N[C]([C])C(c2[c][c]c3c([N][C]4[C][C]([O])[C@@]5([C][C][C@@]([C])([O])O[C]5)[C]4[O])[c][c]nc3[c]2)=N1,140.54000000000002,435.9868690999999,3,0.17772485
G2019S_7LI3_size30_115_out.sdf,True,2.0,0.0,6.0,True,True,True,True,True,True,4.0555400000000015,optimized50,0.6151277477817845,-8.6,-9.4,-7.2,2.0,0.32,[C][C][C]c1[c]c2c3c(c1[O])[C]([C])[C]1[C][C][C]N1[C]1[C]([C])Oc(c31)c1[c][c][c]c(Cl)c12,32.37,392.96175592,3,0.4407301
